Threat_ID,Threat_Name,Lane,Archetype,Surface,Authority_IN,Authority_EU,Authority_US,Velocity,Pain_Tier,Pain_Category,Pain_Depth,Status,Effective_Date,Legal_Pain,FP_Mechanism,FP_Impact,Lex_Nova_Fix,Hunter_Trigger,Provenance,,,
CRT_INF_003,California Watermark and Dataset Disclosure,A,CRT,Consumer-Public | Content&IP,—,—,California AB 2013 / SB 942,ACTIVE_NOW,T3,Deal Death,Corporate,Active,2026-01-01,California AB 2013 requires generative AI providers to publish summaries of training data. SB 942 mandates latent C2PA watermarks on AI-generated content.,your AI output doesn't carry C2PA watermarks and your training data isn't publicly summarized — both became California law in January 2026 under AB 2013 and SB 942,"civil penalties under state enforcement. California customers carving out renewal terms until the gap closes. and retrofitting watermarks across the output pipeline is a real engineering cost, not a flag-flip.",DOC_AUP §2.2(c) — pre-built AB 2013/SB 942 watermark and dataset-disclosure module.,CONDITION_1: Product generates AI content OR synthetic media OR generative outputs for California users OR customers. | CONDITION_2: Product creates OR distributes content that may require watermarking OR provenance metadata OR training-data disclosure. | CONDITION_3: Public materials lack one or more controls: dataset summary OR watermark/provenance marking OR disclosure page OR output-marking workflow. | CONDITION_4: Product serves California OR US OR global users/customers OR does not exclude California/US markets. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND CONDITION_3 = TRUE AND CONDITION_4 = TRUE | EXCLUDE_IF: Product publishes required dataset disclosures and applies compliant output provenance/watermark controls where required.,v1:I04_INF_003,CRT,INF,3
CRT_INF_004,EU GPAI Copyright Compliance,A,CRT,Content&IP,—,EU AI Act GPAI Obligations / EU Code of Practice,—,INCOMING,T3,Deal Death,Corporate,Upcoming,2026-12-31,"EU AI Act GPAI obligations require general-purpose AI model providers to publish training-data copyright summaries, honor rightsholder opt-outs, and mark outputs in machine-readable format.","your GPAI model is available in the EU but you don't publish a copyright-summary of training data, don't honor rightsholder opt-outs, or don't mark output machine-readably — all three become required under the EU Code of Practice",EU market access narrows until compliance lands. rightsholder organizations file complaints on the opt-out obligation directly. and retrofitting machine-readable output marking is engineering effort you didn't scope.,DOC_AUP §2.2(c) — pre-built GPAI transparency and opt-out module aligned to the EU Code of Practice.,"CONDITION_1: Product provides GPAI model OR foundation model OR model API OR generative AI system available in EU markets. | CONDITION_2: Product trains on OR uses OR distributes model outputs connected to copyrighted training material OR synthetic content. | CONDITION_3: Public materials lack one or more controls: copyright-summary publication OR opt-out honoring process OR machine-readable output marking OR GPAI compliance documentation. | CONDITION_4: Product serves EU users/customers OR does not exclude EU markets. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_3 = TRUE AND CONDITION_4 = TRUE | EXCLUDE_IF: Product publishes GPAI copyright summary, honors rightsholder opt-outs, and marks outputs where required.",v1:I04_INF_004,CRT,INF,4
CRT_INF_005,NO FAKES Act Voice and Visual Clones,A,CRT,Consumer-Public | Content&IP,—,—,"NO FAKES Act (S.1367, pending)",WATCH,T5,Friction,Corporate,Pending,TBD,The proposed NO FAKES Act would create a federal IP right in personal identity and impose civil liability on platforms that host unauthorized AI voice or visual clones.,"your product generates voice or visual clones of real individuals without verified consent — and the NO FAKES Act, if it passes, creates a federal IP right in personal identity with platform-level civil liability","per-individual statutory damages plus injunctive relief against clone generation. consent-verification workflow becomes a legal prerequisite, not a nice-to-have. and every voice/visual clone on your platform becomes a case if filed.",DOC_TOS §6.2 — pre-built NO FAKES-resilient consent-verification module.,CONDITION_1: Product generates OR hosts voice-like OR image-like OR likeness-based AI content involving real individuals. | CONDITION_2: Product allows users to create OR publish OR distribute identity-based synthetic content. | CONDITION_3: Public materials lack one or more controls: verified consent OR identity-rights policy OR likeness-use restriction OR reporting/removal route OR audit record. | CONDITION_4: Product serves US users/customers OR does not exclude US markets. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND CONDITION_3 = TRUE AND CONDITION_4 = TRUE | EXCLUDE_IF: Product requires verified consent and provides identity-rights restrictions plus removal workflow.,v1:I04_INF_005,CRT,INF,5
CRT_INF_LB1,Internal IP Contamination,B,CRT,Content&IP,Copyright Act 1957 (human-author),Copyright Directive TDM,Thaler v. Perlmutter,ACTIVE_NOW,T2,Uncapped Money,Corporate,Active,2024-01-01,Staff generate code/content via AI without assignment; output may be non-copyrightable or third-party-IP contaminated.,Your contractors use AI but signed no prompt/output assignment deed.,Enterprise IP unsecured regardless of how copyright law evolves.,DOC_IP + DOC_HND,"CONDITION_1: Staff OR contractors OR freelancers use AI tools to create code OR content OR design OR documents OR work product. | CONDITION_2: Work product may be delivered to clients OR used commercially OR included in proprietary assets. | CONDITION_3: Organization lacks one or more controls: AI-output assignment OR prompt/output ownership clause OR human-authorship record OR approved-tool policy OR IP review workflow. | CONDITION_4: Organization serves India OR US OR EU/UK OR global clients/customers. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND CONDITION_3 = TRUE | EXCLUDE_IF: Organization has signed AI/IP assignment terms, approved-tool rules, and human-authorship/HITL records for AI-assisted work.",v2-new LB-02,CRT,INF,LB1
RDR_INF_001,RAG Market Substitution,A,RDR,PII | Enterprise-Private | Content&IP,—,—,Dow Jones v. Perplexity (S.D.N.Y. 2024) / Google v. SerpApi (N.D. Cal. 2025),ACTIVE_NOW,T2,Uncapped Money,Corporate,Active,2026-01-01,"Dow Jones v. Perplexity and Google v. SerpApi together establish that RAG-style outputs substituting for original publisher content constitute market substitution, and bypassing bot-walls to retrieve that content violates federal anti-circumvention law.","your product retrieves publisher content via scraping or RAG and surfaces outputs that substitute for the original — which Dow Jones v. Perplexity called market substitution, and bypassing bot-walls to get there adds federal anti-circumvention exposure","infringement damages per substituted publisher work. CFAA damages for each bot-wall bypass. injunctions against the retrieval pipeline. and the defense that ""it's transformative"" has collapsed in exactly this fact pattern.",DOC_TOS §4.1(e) — pre-built Perplexity-aware retrieval and licensing module. keeps publishers out of the complaint pile.,"CONDITION_1: Product retrieves OR indexes OR summarizes third-party publisher content OR web content through RAG OR search OR scraping OR retrieval pipeline. | CONDITION_2: Output can substitute for original source content OR reduce need to visit/licence original source. | CONDITION_3: Retrieval source includes publisher material OR paywalled material OR access-controlled material OR bot-restricted material. | CONDITION_4: Terms OR system materials lack one or more controls: source licensing OR robots compliance OR snippet limit OR attribution rule OR no-substitution policy OR exclusion list. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND AT_LEAST_1_OF(CONDITION_3, CONDITION_4) = TRUE | EXCLUDE_IF: Product uses licensed sources OR respects access controls AND limits output substitution with attribution and source-policy controls.",v1:I05_INF_001,RDR,INF,1
RDR_INF_002,DMCA §1201 Anti-Circumvention,A,RDR,PII | Enterprise-Private | Content&IP,—,—,DMCA §1201 (17 U.S.C. §1201),ACTIVE_NOW,T2,Uncapped Money,Criminal,Active,1998-10-28,"DMCA §1201 prohibits circumvention of technological measures controlling access to copyrighted works. Statutory damages reach $2,500 per act of circumvention, and criminal penalties apply for willful commercial circumvention.","your product bypasses bot-walls, paywalls, or CAPTCHA to retrieve content — which is a direct §1201 violation with statutory damages per act of circumvention and criminal exposure for willful commercial circumvention","$2,500 per act of circumvention, multiplied by every request that bypassed a protection measure. criminal exposure on top for willful commercial circumvention. and the retrieval volume that drives product value is the same volume driving the exposure.",DOC_TOS §4.1(e) — pre-built §1201-safe retrieval module. stays outside the circumvention line.,"CONDITION_1: Product retrieves OR accesses third-party copyrighted material OR protected online content. | CONDITION_2: Retrieval may bypass OR work around technical access controls, bot restrictions, paywalls, login barriers, CAPTCHA, or equivalent protection measures. | CONDITION_3: Product operates commercially OR at scale OR for paying customers. | CONDITION_4: Terms OR technical controls lack one or more restrictions: no-circumvention rule OR robots compliance OR licensed-source requirement OR access-control respect OR customer-use prohibition. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND CONDITION_3 = TRUE | EXCLUDE_IF: Product does not bypass access controls and uses licensed/permitted sources with explicit no-circumvention restrictions.",v1:I05_INF_002,RDR,INF,2
RDR_INF_003,RAG Copyright Litigation Surge,A,RDR,Enterprise-Private | Content&IP,—,—,"Publisher-Led RAG Litigation (NYT v. OpenAI Extension; WSJ, Dow Jones, Axel Springer, Condé Nast)",INCOMING,T3,Deal Death,Corporate,Pending,2026-12-31,Publisher-led RAG litigation is surging through 2026 — extending the NYT v. OpenAI pattern to additional plaintiffs. Downstream RAG products face category-scale infringement exposure without category-scale licensing.,"your product uses RAG or real-time retrieval across publisher content without category-level licensing — and the publisher litigation pattern (NYT, WSJ, Dow Jones, Axel Springer) is expanding down from OpenAI to downstream RAG products",category-level damages when a major publisher coalition files. retrieval pipeline forced into licensing negotiation or shutdown. and the licensing costs that catch up with the product are rarely what the unit economics planned for.,DOC_DPA §4.1 — pre-built publisher-coalition-resilient licensing and retrieval module.,"CONDITION_1: Product uses RAG OR retrieval OR indexing OR summarization across publisher content OR third-party content collections. | CONDITION_2: Retrieval is not covered by category-level licensing OR clear source permission. | CONDITION_3: Product serves enterprise OR commercial customers OR public users. | CONDITION_4: Public materials lack one or more controls: publisher licensing policy OR source exclusion process OR attribution rule OR no-substitution policy OR takedown/escalation route. | TRIGGER_IF: CONDITION_1 = TRUE AND AT_LEAST_1_OF(CONDITION_2, CONDITION_4) = TRUE AND CONDITION_3 = TRUE | EXCLUDE_IF: Product uses licensed/permitted sources and has publisher exclusion, attribution, and no-substitution controls.",v1:I05_INF_003,RDR,INF,3
UNI_INF_001,Upstream Infringement Liability,A,UNI,Infrastructure | Content&IP,—,—,"Bartz v. Anthropic (N.D. Cal. 2025 Settlement, $1.5B)",ACTIVE_NOW,T2,Uncapped Money,Corporate,Active,2025-09-05,"Bartz v. Anthropic settled for $1.5B in September 2025 over training-data copyright claims, signaling that the ""fair use"" defense is failing for scraped training corpora. Downstream products face indirect infringement exposure that their own terms cannot shield against without back-to-back indemnification.","you're built on a foundation model trained on scraped data whose legality is being actively litigated — and without back-to-back indemnification, Bartz v. Anthropic signals that downstream products are exposed to the same infringement theories","indirect copyright damages per infringed work, without the ability to recover from the upstream model provider unless your contract passes it through. and the legal theory keeps strengthening with every new settlement.",DOC_TOS §8.7 — pre-built Bartz-aware back-to-back indemnification module. pushes training-data exposure upstream.,CONDITION_1: Product depends on upstream foundation model OR third-party model OR model API. | CONDITION_2: Upstream model may have been trained on third-party copyrighted material OR disputed training sources. | CONDITION_3: Product terms lack one or more controls: upstream indemnity pass-through OR training-data warranty OR model-provider allocation OR customer disclosure OR fallback model route. | CONDITION_4: Product serves commercial OR enterprise OR global customers. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND CONDITION_3 = TRUE | EXCLUDE_IF: Upstream provider gives back-to-back indemnity/warranty OR product clearly allocates upstream training-data risk and offers compliant fallback.,v1:UNI_INF_001,UNI,INF,1
UNI_INF_002,UGC Safe Harbor Collapse,A,UNI,Consumer-Public | Content&IP,—,—,DMCA §512 / Section 230 (47 U.S.C. §230),ACTIVE_NOW,T2,Uncapped Money,Corporate,Active,1998-10-28,"DMCA §512 safe harbor protects platforms from copyright liability for user-uploaded infringing content only if the platform maintains a registered agent, a public takedown procedure, and timely response processes. Absence collapses the safe harbor.","you host user content — including AI-generated content your users upload — without a registered DMCA agent, a published takedown procedure, or a documented response process, which is what §512 requires to keep the safe harbor",the platform faces direct copyright damages for every infringing upload. statutory damages up to $150K per work willfully infringed. and the defense that every UGC platform relies on is gone until you fix the administrative failure.,DOC_TOS §6.6 — pre-built §512-compliant DMCA agent and takedown module. restores the safe harbor.,"CONDITION_1: Product hosts OR enables user-uploaded content OR AI-generated user content OR public sharing of user content. | CONDITION_2: Platform may receive copyright complaints OR rightsholder takedown requests. | CONDITION_3: Public materials lack one or more safe-harbor controls: registered agent OR takedown policy OR repeat-infringer policy OR complaint workflow OR response record. | CONDITION_4: Product serves US OR global users/customers OR does not exclude US markets. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_3 = TRUE AND CONDITION_4 = TRUE | EXCLUDE_IF: Platform maintains registered agent, public takedown policy, repeat-infringer policy, and documented response workflow.",v1:UNI_INF_002,UNI,INF,2
UNI_INF_003,India 3-Hour SGI Takedown,A,UNI,PII | Consumer-Public | Content&IP,—,—,IT (Intermediary Guidelines) Amendment Rules 2026 (eff. 20 Feb 2026) Rule 3(1)(d) — 3-hr takedown on court/govt order; S,ACTIVE_NOW,T2,Uncapped Money,Criminal,Active,2026-02-20,"The amended India IT Rules reduce the takedown window for unlawful AI-generated content to 3 hours. Non-compliance exposes platforms and officers to criminal liability under the IT Act, including prosecution of grievance officers personally.","your product generates or hosts synthetic media accessible in India — and the amended IT Rules cut the takedown window for unlawful AI content to 3 hours, with criminal liability for the grievance officer if you miss","criminal prosecution of the designated grievance officer. platform-level enforcement actions under the IT Act. and if the officer is a company employee, the case ties directly to the operation.",DOC_TOS §6.6 — pre-built 3-hour takedown and grievance-officer module. keeps the named officer out of court.,"CONDITION_1: Product generates OR hosts synthetic media OR AI-generated content accessible in India. | CONDITION_2: Content may be subject to unlawful-content complaint OR court/government removal direction OR grievance process. | CONDITION_3: Product lacks one or more controls: India grievance officer OR rapid takedown workflow OR complaint intake OR escalation log OR synthetic-content policy. | CONDITION_4: Product serves India OR does not exclude India. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND CONDITION_3 = TRUE AND CONDITION_4 = TRUE | EXCLUDE_IF: Product has India grievance workflow, rapid takedown process, and documented complaint/escalation controls.",v1:UNI_INF_003 · verification-gate corrected (2026-06),UNI,INF,3
UNI_INF_004,Training Data Fair Use Collapse,A,UNI,Infrastructure | Content&IP,—,—,"Bartz v. Anthropic (N.D. Cal. 2025, $1.5B Settlement) / Thomson Reuters v. ROSS (D. Del. 2025)",ACTIVE_NOW,T1,Existential,Corporate,Active,2025-09-05,"Bartz v. Anthropic's $1.5B settlement and Thomson Reuters v. ROSS's finding against ROSS both signaled the ""fair use"" defense is failing for unlicensed training on copyrighted material. The exposure applies to any company training models on third-party copyrighted corpora.","your model — whatever it does, generate, decide, match, route — trains on corpora that include third-party copyrighted material without licensing, and the fair-use defense that everyone leaned on is failing after Bartz ($1.5B) and Thomson Reuters v. ROSS","infringement damages per work in the training corpus, which for most AI products is millions of works. injunctions against further training or deployment. and the defense that everyone thought was settled has flipped direction across the category.",DOC_AUP §2.2(c) — pre-built Bartz/ROSS-aware training-data provenance module. holds if fair-use is fully gone.,"CONDITION_1: Product trains OR fine-tunes OR builds models using third-party copyrighted material OR large external corpora. | CONDITION_2: Training source is unlicensed OR disputed OR scraped OR not documented with provenance. | CONDITION_3: Product terms/materials lack one or more controls: training-data provenance OR license record OR opt-out honoring process OR upstream indemnity OR dataset exclusion policy. | CONDITION_4: Product serves commercial OR enterprise OR global customers. | TRIGGER_IF: CONDITION_1 = TRUE AND AT_LEAST_1_OF(CONDITION_2, CONDITION_3) = TRUE AND CONDITION_4 = TRUE | EXCLUDE_IF: Training corpus is licensed/permitted and documented with provenance, opt-out controls, and indemnity/allocation.",v1:UNI_INF_004,UNI,INF,4
UNI_INF_IN1,CERT-In 6-Hour Breach Reporting,Both,UNI,Infrastructure,CERT-In Directions 2022 (IT Act §70B); 6-hr report + 180-day logs in India,—,—,ACTIVE_NOW,T2,,,Active,2022-06-27,Specified cyber incidents must be reported to CERT-In within 6 hours of notice — one of the strictest windows globally; logs retained 180 days within India.,Your incident-response clause assumes a 72-hour GDPR window.,Non-compliance under §70B; obligation overrides contractual confidentiality.,DOC_DPA / DOC_SOP (incident module),"CONDITION_1: Product operates in India OR serves Indian users/customers OR processes India-linked systems, logs, infrastructure, or data. | CONDITION_2: Product may experience specified cyber incident OR reportable system event OR security event covered by CERT-In reporting expectations. | CONDITION_3: Public materials OR customer-facing security documents OR DPA OR incident-response materials lack one or more India-specific controls: CERT-In escalation workflow OR 6-hour reporting trigger OR 180-day log retention OR India incident owner OR confidentiality override for mandatory reporting. | CONDITION_4: Product handles customer data OR infrastructure OR authentication OR cloud systems OR security-sensitive operations. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_3 = TRUE AND AT_LEAST_1_OF(CONDITION_2, CONDITION_4) = TRUE | EXCLUDE_IF: First-party public materials OR DPA OR security documentation OR incident-response policy show India-specific incident controls that defeat the trigger, including CERT-In 6-hour reporting, 180-day log retention, India escalation owner, and mandatory-reporting override.",v2-new IN-04 · verified 2026-06,UNI,INF,IN1
DOE_LIA_002,Agent Tool / Credential Misuse,A,DOE,Infrastructure | Enterprise-Private,Indian Contract Act / IT Act access-control and data-security obligations,GDPR unauthorized processing + NIS2 where applicable,Agency / negligence / access-control risk where applicable,ACTIVE_NOW,T2,Uncapped Money,Personal,Active,2024-01-01,"An agent holding keys/credentials performs harmful actions — deletes data, sends comms, triggers third-party effects.",Your agent has broad scopes and no permission boundary or kill-switch.,Cascading third-party harm; scope-limitation and revocation required.,DOC_AGT (scope limits) + DOC_AUP,CONDITION_1: Agent has external tool authority OR privileged system authority OR account authority OR third-party integration authority. | CONDITION_2: Agent can create material external effects through configured tools or connected systems. | CONDITION_3: Terms OR system materials lack one or more controls: least-privilege scope OR approval threshold OR permission boundary OR audit log OR kill switch OR revocation process OR customer responsibility allocation. | CONDITION_4: Product serves enterprise OR infrastructure OR India OR US OR EU/UK OR global customers. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND CONDITION_3 = TRUE | EXCLUDE_IF: Agent authority is scoped AND logged AND revocable AND thresholded AND governed by explicit authorization and override controls.,v2-new DOER-04,DOE,LIA,2
DOE_LIA_003,Liability-Cap Circumvention by Autonomous Action,A,DOE,Enterprise-Private,"Indian Contract Act, 1872 sections 73-74",B2B contract / agentic liability developing law,UCC / B2B contract / agency principles,WATCH,T3,Deal Death,Corporate,Watch,,Caps written for passive software may not hold for an agent that acts and causes outsized damage — forward-looking.,"Your cap assumes a passive tool, not an actor with spend/authority.",Cap enforceability untested for autonomous action; flagged Watch.,DOC_AGT + DOC_TOS,CONDITION_1: Product includes autonomous OR semi-autonomous agent functionality with external action authority OR resource commitment authority OR downstream workflow authority. | CONDITION_2: Terms use liability caps written for passive software OR generic SaaS OR standard support OR uptime OR ordinary breach. | CONDITION_3: Terms lack one or more agentic liability controls: autonomous-action cap OR action-category carve-outs OR spend threshold OR customer-as-principal clause OR action log OR circuit breaker OR override control. | CONDITION_4: Product serves enterprise/B2B customers OR does not exclude agentic commercial use. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND CONDITION_3 = TRUE | EXCLUDE_IF: Terms contain agent-specific liability architecture AND authority caps AND principal allocation AND action logs AND circuit breakers AND override controls.,v2-new DOER-06 · forward-looking,DOE,LIA,3
DOE_LIA_007,Electronic Agent Authority,A,DOE,Consumer-Public | Enterprise-Private,DPDP Act 2023 §16 (negative-list transfer model),Schrems II (CJEU C-311/18); GDPR Ch. V + SCCs,No federal regime; EU-US Data Privacy Framework,ACTIVE_NOW,T2,Uncapped Money,Corporate,Active,1999-07-29,"UETA §14 establishes that the principal deploying an electronic agent is bound by the agent's operations as a matter of law, even if no human reviewed the specific action. ""Electronic agent"" under UETA includes any computer program or automated means acting without human review.","UETA §14 binds you — the company that deployed the automated system — to whatever it does, whether a human reviewed the specific action or not. and the statute's definition of ""electronic agent"" covers any program executing actions without human review, not just chatbots","every transaction the automated system ran is treated as if you signed it yourself. the volume compounds with every scale milestone. and the ""we didn't authorize that specific action"" argument is dead on arrival under the statute.",DOC_TOS §9.2 — pre-built UETA §14 principal-agent module. names what the automation can and can't commit you to.,"CONDITION_1: Product includes autonomous OR semi-autonomous agent functionality that can initiate actions OR messages OR API calls OR transactions OR purchases OR commitments OR approvals OR deletions OR account changes. | CONDITION_2: Agent can act without real-time human approval for each individual action. | CONDITION_3: Terms OR configuration lack one or more authority controls: permission scope OR principal acknowledgement OR action log OR approval threshold OR spend cap OR kill switch OR customer responsibility allocation. | CONDITION_4: Product serves US OR India OR EU/UK OR global customers OR public materials do not exclude those markets. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND CONDITION_3 = TRUE | EXCLUDE_IF: First-party public materials OR customer-facing legal documents OR product documentation OR UI show controls that defeat the trigger, including customer-as-principal allocation, permission scope, action logging, thresholds, approval controls, and override/kill-switch controls.",v1:UNI_LIA_007 → reclassified UNIVERSAL→DOE (agentic-specific),DOE,LIA,7
MOV_LIA_001,Bodily Injury Tort Exposure,A,MOV,Consumer-Public | Enterprise-Private,—,"GDPR Articles 17, 20, 28",—,ACTIVE_NOW,T1,Uncapped Money,Corporate,Active,1900-01-01,"Physical AI systems inherit the full weight of state-level tort law — negligence, strict liability, wrongful death, punitive damages — governed by the jurisdiction where the injury occurred. Physical tort awards are uncapped and jury-determined, with no contractual override available for bodily injury.","your ToS doesn't frame the operating envelope, the user responsibilities, or the risk notice — so when the robot hits someone, you face state-level tort law with no contractual scaffolding to lean on",uncapped damages. wrongful-death claims. punitive damages in the jurisdictions that allow them. and no part of your ToS can override bodily-injury recovery — contracts don't waive it.,DOC_TOS §2.2 — pre-built physical-tort operating-envelope module. gives you the scaffolding to fight the case with.,"CONDITION_1: Product controls OR guides OR recommends OR influences physical-world operations through robotics OR vehicles OR drones OR medical devices OR IoT OR industrial systems OR spatial systems OR physical automation. | CONDITION_2: Failure can create material physical-world liability exposure. | CONDITION_3: Terms OR public materials lack one or more physical-risk controls: operating envelope OR user responsibility OR safety notice OR prohibited use OR human supervision OR emergency stop OR maintenance duty OR liability carve-out. | CONDITION_4: Product serves consumers OR enterprise operators OR public environments. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND CONDITION_3 = TRUE | EXCLUDE_IF: First-party public materials OR customer-facing legal documents OR product documentation OR UI show controls that defeat the trigger, including operating envelope, user responsibilities, safety notices, prohibited-use boundaries, human-supervision duties, emergency controls, and mandatory-law carve-outs.",v1:I10_LIA_001,MOV,LIA,1
MOV_LIA_002,Continuous Learning Liability Reset,A,MOV,Enterprise-Private,—,"Directive (EU) 2024/2853 substantial modification / member-state transposition, including German ProdHaftG reform",—,ACTIVE_NOW,T1,Existential,Corporate,Upcoming,2026-12-09,"The German transposition of the EU PLD treats continuous field-learning as a ""substantial modification"" of the product, restarting the 10-year liability limitation period with every material update.","your product retrains on field data after deployment — which under the German PLD transposition counts as a ""substantial modification"" that resets the 10-year liability clock every time it happens","your oldest liability exposure never expires. every model update becomes a new product for purposes of the statute. and the ""it's been more than 10 years"" defense that exists for static products doesn't exist for yours.",DOC_TOS §2.4 — pre-built version-scoped release module. lets parts of the liability book actually age out.,"CONDITION_1: Product is AI-enabled software OR connected product that updates OR learns OR retrains OR adapts after deployment. | CONDITION_2: Updates can alter safety OR performance OR decision behavior OR data handling OR defect profile. | CONDITION_3: Terms OR release process lack one or more version controls: version-scoped warranty OR update log OR rollback path OR release notes OR customer notice OR change-risk assessment. | CONDITION_4: Product is available in EU OR Germany OR does not exclude EU markets. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND CONDITION_3 = TRUE AND CONDITION_4 = TRUE | EXCLUDE_IF: Product uses version-scoped releases, change logs, rollback, customer notice, and modification controls.",v1:I10_LIA_002,MOV,LIA,2
ORC_LIA_001,Foundation Model SLA Breach,A,ORC,Enterprise-Private,DPDP Act 2023 consent/purpose duties where biometric personal data is processed,GDPR Art. 9 biometric data + national biometric/privacy regimes,"State-level biometric legislation: Washington, New York, Massachusetts and other pending regimes",ACTIVE_NOW,T2,Deal Death,Corporate,Active,2000-01-01,"When an orchestrator commits to enterprise SLAs but routes requests through upstream foundation models whose own terms disclaim uptime and security, a breach at the foundation-model layer triggers indemnification obligations the orchestrator cannot offset against its upstream provider.","you promised your enterprise customers uptime and security under your MSA — but you route through OpenAI or Anthropic, whose own terms disclaim both, and nothing in your contract bridges that gap",you pay the SLA penalty to your customer. you can't recover from the upstream model provider because their terms disclaim it. and every enterprise customer you have is reading about the outage and checking your contract the same way.,DOC_SLA §4.3 — pre-built back-to-back SLA module. aligns your downstream promises with your upstream reality.,"CONDITION_1: Product routes customer requests through upstream foundation models OR AI APIs OR orchestration layers OR third-party tools OR model providers. | CONDITION_2: Provider promises uptime OR latency OR security OR availability OR performance OR support OR SLA commitments to downstream customers. | CONDITION_3: Terms lack one or more upstream-risk controls: third-party model exclusion OR upstream outage exclusion OR pass-through limitation OR back-to-back SLA alignment OR force majeure OR model-change notice OR service-credit cap. | CONDITION_4: Product serves enterprise customers OR B2B customers OR does not exclude enterprise use. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND CONDITION_3 = TRUE | EXCLUDE_IF: First-party public materials OR customer-facing legal documents OR SLA documentation show controls that defeat the trigger, including upstream provider exclusions, outage exclusions, pass-through limitations, back-to-back SLA alignment, force majeure, model-change notice, and service-credit caps.",v1:I06_LIA_001,ORC,LIA,1
SHD_LIA_001,The False Negative Breach,A,SHD,Enterprise-Private,"Indian Contract Act, 1872 sections 73-74 + IT Act security duties where applicable",NIS2 / GDPR security obligations where personal data/security services are implicated,Soteria Insurance Ltd v. IBM UK Ltd [2022] EWHC 2084 (TCC) + US commercial negligence/contract,ACTIVE_NOW,T2,Uncapped Money,Corporate,Active,2022-08-08,"When a cybersecurity AI fails to detect a real threat (a ""false negative"" breach), Soteria v. IBM establishes that the customer can recover wasted expenditure — integration cost, internal SOC time, consultants, remediation spend — as a distinct head of loss that standard consequential-damages exclusions do not reach.","your liability cap excludes consequential damages but doesn't name ""wasted expenditure"" — and for cybersecurity AI, a missed breach is exactly the scenario where Soteria v. IBM lets the customer recover that category anyway","the customer recovers their whole integration spend plus their remediation bill — SOC hours, consultants, incident response, everything they spent because you didn't catch it. and your cap doesn't catch any of it.",DOC_TOS §9.2 — pre-built Soteria-grounded cyber-specific liability module. names the wasted-cost category before a missed breach does.,"CONDITION_1: Product is marketed as cybersecurity AI OR threat detection OR anomaly detection OR fraud detection OR incident response OR monitoring OR blocking OR security decision support. | CONDITION_2: Public claims OR customer terms imply detection OR protection OR monitoring OR prevention OR investigation OR containment OR response capability. | CONDITION_3: Terms lack one or more false-negative controls: no guarantee disclaimer OR detection limitation OR customer responsibility OR excluded threats OR wasted-cost exclusion OR incident-response limitation OR remediation-cost cap. | CONDITION_4: Product serves enterprise OR security OR regulated OR data-intensive customers. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND CONDITION_3 = TRUE | EXCLUDE_IF: First-party public materials OR customer-facing legal documents OR product documentation show controls that defeat the trigger, including no-guarantee language, detection limits, customer-side responsibilities, excluded-threat terms, wasted-cost exclusion, incident-response limits, and remediation-cost caps.",v1:I08_LIA_001,SHD,LIA,1
